state,timestamp,leading_candidate_name,trailing_candidate_name,leading_candidate_votes,trailing_candidate_votes,vote_differential,votes_remaining,new_votes,new_votes_relevant,new_votes_formatted,leading_candidate_partition,trailing_candidate_partition,precincts_reporting,precincts_total,hurdle,hurdle_change,hurdle_mov_avg,counties_partition,total_votes_count
Georgia (EV: 16),34:48.8,Biden,Trump,2450394,2448802,1592,31141,5,5,5,0.8,0.2,2643,2655,0.525885286,5.29E-05,0.309133333,"{'Clinch': 4, 'Cook': 1}",4961405
Georgia (EV: 16),25:45.2,Biden,Trump,2450390,2448801,1589,31146,26,24,24,0.208333333,0.791666667,2643,2655,0.52583236,-0.000205862,0.309133333,"{'Brantley': 15, 'Dooly': 7, 'McDuffie': 5}",4961400
Georgia (EV: 16),08:18.1,Biden,Trump,2450385,2448782,1603,31172,8,8,8,0.5,0.5,2643,2655,0.526038222,6.68E-06,0.3087,"{'Schley': 1, 'Wilkes': 7}",4961374
Georgia (EV: 16),53:53.3,Biden,Trump,2450381,2448778,1603,31180,1,11,11,0.727272727,0.272727273,2643,2655,0.526031541,8.20E-05,0.308633333,{'Jefferson': 11},4961366
Georgia (EV: 16),46:07.2,Biden,Trump,2450373,2448775,1598,31181,302,301,301,0.574750831,0.425249169,2643,2655,0.525949512,0.000972654,0.3086,{'Laurens': 302},4961365
Georgia (EV: 16),22:14.3,Biden,Trump,2450200,2448647,1553,31483,1,1,1,0,1,2643,2655,0.524976858,-1.53E-05,0.306733333,{'Hart': 1},4961063
Georgia (EV: 16),11:02.2,Biden,Trump,2450200,2448646,1554,31484,20,19,19,0.315789474,0.684210526,2643,2655,0.524992148,-9.66E-05,0.3067,"{'Stephens': 9, 'Stewart': 11}",4961062
Georgia (EV: 16),51:26.3,Biden,Trump,2450194,2448633,1561,31504,1,1,1,0,1,2643,2655,0.525088787,-1.53E-05,0.3064,{'Harris': 1},4961042
Georgia (EV: 16),40:11.6,Biden,Trump,2450194,2448632,1562,31505,1,1,1,1,0,2643,2655,0.525104063,1.69E-05,0.3064,{'McIntosh': 1},4961041
Georgia (EV: 16),24:05.7,Biden,Trump,2450193,2448632,1561,31506,13,12,12,0.5,0.5,2643,2655,0.525087195,1.03E-05,0.3064,{'Harris': 13},4961040
Georgia (EV: 16),08:50.5,Biden,Trump,2450187,2448626,1561,31519,1,1,1,1,0,2643,2655,0.525076847,1.69E-05,0.3063,{'Evans': 1},4961027
Georgia (EV: 16),40:44.5,Biden,Trump,2450186,2448626,1560,31520,9,9,9,0.222222222,0.777777778,2643,2655,0.525059988,-7.31E-05,0.3063,{'Monroe': 9},4961026
Georgia (EV: 16),32:20.7,Biden,Trump,2450184,2448619,1565,31529,62,65,65,0.4,0.6,2643,2655,0.525133132,-0.000159038,0.306133333,"{'Carroll': 56, 'Irwin': 7, 'Rabun': 2}",4961017
Georgia (EV: 16),21:32.8,Biden,Trump,2450158,2448580,1578,31591,1,1,1,1,0,2643,2655,0.52529217,1.68E-05,0.305333333,{'Taliaferro': 1},4960955
Georgia (EV: 16),16:09.1,Biden,Trump,2450157,2448580,1577,31592,13,13,13,0.230769231,0.769230769,2643,2655,0.525275342,-0.00010175,0.305366667,{'Colquitt': 13},4960954
Georgia (EV: 16),49:49.5,Biden,Trump,2450154,2448570,1584,31605,5,5,5,0.4,0.6,2643,2655,0.525377092,-1.20E-05,0.305133333,{'Hart': 5},4960941
Georgia (EV: 16),41:58.0,Biden,Trump,2450152,2448567,1585,31610,2,2,2,0,1,2643,2655,0.525389096,-3.04E-05,0.305066667,{'Bryan': 2},4960936
Georgia (EV: 16),32:19.1,Biden,Trump,2450152,2448565,1587,31612,15,15,15,0.533333333,0.466666667,2643,2655,0.525419524,2.81E-05,0.305,"{'Clay': 2, 'Crawford': 13}",4960934
Georgia (EV: 16),03:11.4,Biden,Trump,2450144,2448558,1586,31627,47,47,47,0.574468085,0.425531915,2643,2655,0.525391459,0.000149579,0.3049,{'Newton': 47},4960919
Georgia (EV: 16),35:56.9,Biden,Trump,2450117,2448538,1579,31674,580,573,573,0.919720768,0.080279232,2643,2655,0.525241879,0.008004897,0.3046,{'Clayton': 580},4960872
Georgia (EV: 16),58:41.8,Biden,Trump,2449590,2448492,1098,32254,3,3,3,0.666666667,0.333333333,2643,2655,0.517236982,1.73E-05,0.3076,{'Pickens': 3},4960292
Georgia (EV: 16),24:48.2,Biden,Trump,2449588,2448491,1097,32257,13,12,12,0.5,0.5,2643,2655,0.517219682,6.94E-06,0.307566667,{'Brooks': 13},4960289
Georgia (EV: 16),15:23.4,Biden,Trump,2449582,2448485,1097,32270,1,3,3,0.666666667,0.333333333,2643,2655,0.517212745,1.62E-05,0.307466667,{'Wheeler': 3},4960276
Georgia (EV: 16),10:54.9,Biden,Trump,2449580,2448484,1096,32271,241,239,239,0.874476987,0.125523013,2643,2655,0.517196521,0.002915209,0.307466667,{'Clayton': 241},4960275
Georgia (EV: 16),11/6/2020 9:50,Biden,Trump,2449371,2448454,917,32512,1843,1824,"1,824",0.878289474,0.121710526,2643,2655,0.514281312,0.021105226,0.308333333,{'Clayton': 1843},4960034
Georgia (EV: 16),40:27.0,Trump,Biden,2448232,2447769,463,34355,306,300,300,0.163333333,0.836666667,2643,2655,0.506823913,-0.002890644,0.684666667,{'Clayton': 306},4958191
Georgia (EV: 16),41:51.8,Trump,Biden,2448183,2447518,665,34661,816,806,806,0.126550868,0.873449132,2643,2655,0.509714557,-0.008368514,0.683933333,{'Clayton': 816},4957885
Georgia (EV: 16),41:37.6,Trump,Biden,2448081,2446814,1267,35477,541,530,530,0.083018868,0.916981132,2643,2655,0.518083071,-0.005942014,0.681,{'Clayton': 541},4957069
Georgia (EV: 16),41:02.8,Trump,Biden,2448037,2446328,1709,36018,144,138,138,0.152173913,0.847826087,2643,2655,0.524025085,-0.001248522,0.6783,{'Clayton': 144},4956528
Georgia (EV: 16),10:40.0,Trump,Biden,2448016,2446211,1805,36162,1375,1316,"1,316",0.511398176,0.488601824,2643,2655,0.525273607,0.001330458,0.6779,{'Forsyth': 1375},4956384
Georgia (EV: 16),29:41.1,Trump,Biden,2447343,2445568,1775,37537,34,34,34,0.176470588,0.823529412,2643,2655,0.523943149,-0.000274824,0.683366667,{'Clayton': 34},4955009
Georgia (EV: 16),06:46.5,Trump,Biden,2447337,2445540,1797,37571,337,333,333,0.342342342,0.657657658,2643,2655,0.524217973,-0.001187197,0.683033333,{'Forsyth': 337},4954975
Georgia (EV: 16),33:32.2,Trump,Biden,2447223,2445321,1902,37908,1031,1011,"1,011",0.205736894,0.794263106,2643,2655,0.52540517,-0.007064376,0.6814,{'Rockdale': 1031},4954638
Georgia (EV: 16),00:51.6,Trump,Biden,2447015,2444518,2497,38939,1337,1319,"1,319",0.125094769,0.874905231,2643,2655,0.532469546,-0.011355615,0.6718,{'Clayton': 1337},4953607
Georgia (EV: 16),35:53.7,Trump,Biden,2446850,2443364,3486,40276,2831,2771,"2,771",0.473114399,0.526885601,2643,2655,0.543825161,0.001127992,0.655766667,{'Forsyth': 2831},4952270
Georgia (EV: 16),01:17.4,Trump,Biden,2445539,2441904,3635,43107,17356,17019,"17,019",0.32986662,0.67013338,2643,2655,0.542697169,-0.036239757,0.675133333,"{'Chatham': 17056, 'Clayton': 300}",4949439
Georgia (EV: 16),07:42.2,Trump,Biden,2439925,2430499,9426,60463,342,340,340,0.341176471,0.658823529,2643,2655,0.578936926,-0.000455363,0.6919,"{'Fayette': 56, 'Taylor': 286}",4932083
Georgia (EV: 16),45:38.0,Trump,Biden,2439809,2430275,9534,60805,19,19,19,0.473684211,0.526315789,2643,2655,0.579392288,1.65E-05,0.693133333,{'Appling': 19},4931741
Georgia (EV: 16),21:28.2,Trump,Biden,2439800,2430265,9535,60824,241,234,234,0.521367521,0.478632479,2643,2655,0.579375813,0.000396184,0.693266667,{'Floyd': 241},4931722
Georgia (EV: 16),01:29.8,Trump,Biden,2439678,2430153,9525,61065,6305,6162,"6,162",0.236449205,0.763550795,2643,2655,0.578979629,-0.01701984,0.695533333,{'Fulton': 6305},4931481
Georgia (EV: 16),53:18.8,Trump,Biden,2438221,2425448,12773,67370,5,8,8,0.625,0.375,2643,2655,0.595999469,2.22E-05,0.6978,{'Greene': 8},4925176
Georgia (EV: 16),37:23.8,Trump,Biden,2438216,2425445,12771,67375,6,6,6,1,0,2643,2655,0.595977314,5.36E-05,0.6979,{'Brantley': 6},4925171
Georgia (EV: 16),13:32.3,Trump,Biden,2438210,2425445,12765,67381,8,8,8,0.5,0.5,2643,2655,0.59592368,1.14E-05,0.698066667,{'White': 8},4925165
Georgia (EV: 16),05:33.4,Trump,Biden,2438206,2425441,12765,67389,3,3,3,0,1,2643,2655,0.595912293,-1.83E-05,0.698133333,{'Randolph': 3},4925157
Georgia (EV: 16),40:29.0,Trump,Biden,2438206,2425438,12768,67392,48,46,46,0.543478261,0.456521739,2643,2655,0.595930563,9.83E-05,0.6981,{'Putnam': 48},4925154
Georgia (EV: 16),32:32.0,Trump,Biden,2438181,2425417,12764,67440,3590,3547,"3,547",0.489991542,0.510008458,2643,2655,0.595832253,0.00433743,0.6986,"{'Harris': 3589, 'Macon': 1}",4925106
Georgia (EV: 16),05:59.0,Trump,Biden,2436443,2423608,12835,71030,19,19,19,0.684210526,0.315789474,2643,2655,0.591494823,7.44E-05,0.7308,{'Sumter': 19},4921516
Georgia (EV: 16),45:41.2,Trump,Biden,2436430,2423602,12828,71049,3,17,17,0.588235294,0.411764706,2643,2655,0.591420469,2.52E-05,0.7311,{'Screven': 17},4921497
Georgia (EV: 16),37:18.7,Trump,Biden,2436420,2423595,12825,71052,586,581,581,0.160068847,0.839931153,2643,2655,0.59139523,-0.002044261,0.731333333,{'Clayton': 586},4921494
Georgia (EV: 16),21:26.9,Trump,Biden,2436327,2423107,13220,71638,1,1,1,1,0,2643,2655,0.593439492,8.37E-06,0.7302,{'McIntosh': 1},4920908
Georgia (EV: 16),12:37.0,Trump,Biden,2436326,2423107,13219,71639,939,913,913,0.327491785,0.672508215,2643,2655,0.59343112,-0.000988803,0.730233333,{'Cobb': 939},4920907
Georgia (EV: 16),50:48.5,Trump,Biden,2436027,2422493,13534,72578,46,46,46,0.434782609,0.565217391,2643,2655,0.594419923,1.80E-05,0.733566667,"{'Bryan': 15, 'Camden': 25, 'Randolph': 6}",4919968
Georgia (EV: 16),52:38.3,Trump,Biden,2436007,2422467,13540,72624,1,1,1,1,0,2643,2655,0.59440195,8.27E-06,0.7339,{'Madison': 1},4919922
Georgia (EV: 16),48:22.7,Trump,Biden,2436006,2422467,13539,72625,796,789,789,0.144486692,0.855513308,2643,2655,0.594393678,-0.002845501,0.733933333,{'Clayton': 796},4919921
Georgia (EV: 16),16:26.9,Trump,Biden,2435892,2421792,14100,73421,3805,3741,"3,741",0.411120021,0.588879979,2643,2655,0.597239179,0.000430927,0.732,"{'Bryan': 3007, 'Burke': 594, 'Peach': 88, 'Taylor': 117}",4919125
Georgia (EV: 16),46:27.4,Trump,Biden,2434354,2419589,14765,77226,219,216,216,0.287037037,0.712962963,2643,2655,0.596808251,-0.000327746,0.760866667,{'Fayette': 219},4915320
Georgia (EV: 16),37:48.0,Trump,Biden,2434292,2419435,14857,77445,6130,6017,"6,017",0.226691042,0.773308958,2643,2655,0.597135998,-0.012801788,0.7618,{'Fulton': 6130},4915101
Georgia (EV: 16),53:50.0,Trump,Biden,2432928,2414782,18146,83575,4,4,4,0.75,0.25,2643,2655,0.609937786,1.74E-05,0.764766667,{'Madison': 4},4908971
Georgia (EV: 16),46:20.8,Trump,Biden,2432925,2414781,18144,83579,1199,1188,"1,188",0.313973064,0.686026936,2643,2655,0.609920408,-0.00108528,0.764833333,{'Sumter': 1199},4908967
Georgia (EV: 16),50:38.4,Trump,Biden,2432552,2413966,18586,84778,264,256,256,0.4921875,0.5078125,2643,2655,0.611005688,0.000320784,0.769533333,"{'Bartow': 263, 'Turner': 2}",4907768
Georgia (EV: 16),10:28.1,Trump,Biden,2432426,2413836,18590,85042,2,2,2,1,0,2643,2655,0.610684903,1.45E-05,0.7721,{'Echols': 2},4907504
Georgia (EV: 16),45:38.0,Trump,Biden,2432424,2413836,18588,85044,1364,1352,"1,352",0.517751479,0.482248521,2643,2655,0.610670393,0.00202827,0.772133333,{'Putnam': 1364},4907502
Georgia (EV: 16),55:01.7,Trump,Biden,2431724,2413184,18540,86408,8468,8351,"8,351",0.232427254,0.767572746,2643,2655,0.608642123,-0.014153771,0.7867,{'Fulton': 8468},4906138
Georgia (EV: 16),12:23.0,Trump,Biden,2429783,2406774,23009,94876,10461,10300,"10,300",0.217572816,0.782427184,2643,2655,0.622795893,-0.015771475,0.781066667,{'Fulton': 10461},4897670
Georgia (EV: 16),24:38.5,Trump,Biden,2427542,2398715,28827,105337,4344,4251,"4,251",0.15643378,0.84356622,2643,2655,0.638567368,-0.007996675,0.757533333,{'DeKalb': 4344},4887209
Georgia (EV: 16),22:05.6,Trump,Biden,2426877,2395129,31748,109681,0,0,0,0,0,2643,2655,0.646564043,0,0.738733333,{},4882865
Georgia (EV: 16),57:56.0,Trump,Biden,2426877,2395129,31748,109681,0,0,0,0,0,2605,2655,0.646564043,0,0.738733333,{},4882865
Georgia (EV: 16),53:56.9,Trump,Biden,2426877,2395129,31748,109681,0,0,0,0,0,2575,2655,0.646564043,0,0.738733333,{},4882865
Georgia (EV: 16),53:39.6,Trump,Biden,2426877,2395129,31748,109681,0,0,0,0,0,2572,2655,0.646564043,0,0.738733333,{},4882865
Georgia (EV: 16),49:40.1,Trump,Biden,2426877,2395129,31748,109681,0,0,0,0,0,2557,2655,0.646564043,0,0.738733333,{},4882865
Georgia (EV: 16),41:08.0,Trump,Biden,2426877,2395129,31748,109681,3128,3096,"3,096",0.249354005,0.750645995,2555,2655,0.646564043,-0.002902142,0.738733333,{'Dougherty': 3128},4882865
Georgia (EV: 16),11:54.1,Trump,Biden,2426105,2392805,33300,112809,6682,6594,"6,594",0.195025781,0.804974219,2555,2655,0.649466185,-0.008684901,0.707133333,"{'Chattahoochee': 2, 'Fulton': 6680}",4879737
Georgia (EV: 16),58:35.5,Trump,Biden,2424819,2387497,37322,119491,-1366,-1352,Unknown,0.517751479,0.482248521,2555,2655,0.658151086,-0.002034613,0.687766667,{},4873055
Georgia (EV: 16),51:15.1,Trump,Biden,2425519,2388149,37370,118125,-3242,-3236,Unknown,0.751236094,0.248763906,2555,2655,0.660185699,-0.011686945,0.732433333,{},4874421
Georgia (EV: 16),19:13.6,Trump,Biden,2427950,2388954,38996,114883,1414,1379,"1,379",0.164612038,0.835387962,2555,2655,0.671872644,-0.001937598,0.6738,{'DeKalb': 1414},4877663
Georgia (EV: 16),03:34.9,Trump,Biden,2427723,2387802,39921,116297,423,438,438,0.625570776,0.374429224,2554,2655,0.673810242,0.001107087,0.671833333,{'Rabun': 442},4876249
Georgia (EV: 16),34:39.9,Trump,Biden,2427449,2387638,39811,116720,10,10,10,0.2,0.8,2554,2655,0.672703156,-1.12E-05,0.677933333,{'Houston': 10},4875826
Georgia (EV: 16),28:06.8,Trump,Biden,2427447,2387630,39817,116730,14511,14032,"14,032",0.280002851,0.719997149,2554,2655,0.672714387,-0.004723267,0.677933333,{'Cobb': 13545},4875816
Georgia (EV: 16),16:26.7,Trump,Biden,2423518,2377527,45991,131241,261,268,268,0.593283582,0.406716418,2554,2655,0.677437654,0.000544693,0.699433333,{'Lamar': 278},4861305
Georgia (EV: 16),00:02.1,Trump,Biden,2423359,2377418,45941,131502,752,723,723,0.398340249,0.601659751,2554,2655,0.676892961,0.000443022,0.702233333,{'Lowndes': 752},4861044
Georgia (EV: 16),55:33.0,Trump,Biden,2423071,2376983,46088,132254,2796,2723,"2,723",0.18068307,0.81931693,2554,2655,0.676449939,-0.002866877,0.7051,{'DeKalb': 2796},4860292
Georgia (EV: 16),44:49.8,Trump,Biden,2422579,2374752,47827,135050,6580,6468,"6,468",0.555349412,0.444650588,2553,2655,0.679316815,0.010890661,0.696166667,"{'Fayette': 1062, 'Walton': 5518}",4857496
Georgia (EV: 16),20:56.5,Trump,Biden,2418987,2371876,47111,141630,16690,16474,"16,474",0.207781959,0.792218041,2553,2655,0.668426155,-0.01303696,0.7456,{'Fulton': 16690},4850916
Georgia (EV: 16),16:49.3,Trump,Biden,2415564,2358825,56739,158320,1610,1575,"1,575",0.332698413,0.667301587,2540,2655,0.681463115,0.000158284,0.6668,{'Henry': 1610},4834226
Georgia (EV: 16),14:43.5,Trump,Biden,2415040,2357774,57266,159930,518,503,503,0.369781312,0.630218688,2540,2655,0.681304831,0.000171927,0.665833333,"{'Fayette': 431, 'Taylor': 87}",4832616
Georgia (EV: 16),01:02.9,Trump,Biden,2414854,2357457,57397,160448,7324,7249,"7,249",0.279210926,0.720789074,2540,2655,0.681132904,-0.001753438,0.666133333,"{'Dougherty': 4617, 'Forsyth': 2707}",4832098
Georgia (EV: 16),54:27.4,Trump,Biden,2412830,2352232,60598,167772,24030,23686,"23,686",0.351262349,0.648737651,2540,2655,0.682886342,0.004312183,0.644166667,"{'Chatham': 9373, 'Hall': 4584, 'Houston': 10073}",4824774
Georgia (EV: 16),44:28.0,Trump,Biden,2404510,2336866,67644,191802,1128,1097,"1,097",0.172288058,0.827711942,2515,2655,0.67857416,-0.000842933,0.677966667,{'DeKalb': 1128},4800744
Georgia (EV: 16),27:15.9,Trump,Biden,2404321,2335958,68363,192930,4,4,4,0.5,0.5,2514,2655,0.679417092,3.72E-06,0.666833333,{'Madison': 4},4799616
Georgia (EV: 16),12:35.5,Trump,Biden,2404319,2335956,68363,192934,1366,1352,"1,352",0.517751479,0.482248521,2514,2655,0.679413372,0.001386428,0.666833333,{'Putnam': 1366},4799612
Georgia (EV: 16),55:46.3,Trump,Biden,2403619,2335304,68315,194300,1638,1613,"1,613",0.613763174,0.386236826,2514,2655,0.678026944,0.002436664,0.668933333,{'Pickens': 1638},4798246
Georgia (EV: 16),45:13.2,Trump,Biden,2402629,2334681,67948,195938,16952,16740,"16,740",0.210633214,0.789366786,2513,2655,0.675590281,-0.009060163,0.6811,"{'Douglas': 1597, 'Fulton': 15355}",4796608
Georgia (EV: 16),37:45.3,Trump,Biden,2399103,2321467,77636,212890,575,606,606,0.574257426,0.425742574,2513,2655,0.684650443,0.000710864,0.660066667,{'Harris': 624},4779656
Georgia (EV: 16),29:17.6,Trump,Biden,2398755,2321209,77546,213465,691,670,670,0.170149254,0.829850746,2513,2655,0.683939579,-0.000451541,0.6645,{'DeKalb': 691},4779081
Georgia (EV: 16),12:19.9,Trump,Biden,2398641,2320653,77988,214156,343,335,335,0.531343284,0.468656716,2513,2655,0.68439112,0.000344427,0.658266667,"{'Camden': 162, 'Fulton': 181}",4778390
Georgia (EV: 16),53:17.6,Trump,Biden,2398463,2320496,77967,214499,9984,9884,"9,884",0.476628895,0.523371105,2513,2655,0.684046693,0.007143494,0.659166667,"{'Gilmer': 3426, 'Houston': 6557, 'Stephens': 1}",4778047
Georgia (EV: 16),48:16.5,Trump,Biden,2393752,2315323,78429,224483,11,34,34,0.588235294,0.411764706,2510,2655,0.676903199,2.22E-05,0.7607,{'Dawson': 35},4768063
Georgia (EV: 16),37:49.6,Trump,Biden,2393732,2315309,78423,224494,1,1,1,0,1,2510,2655,0.676880998,-1.47E-06,0.761233333,{'Burke': 1},4768052
Georgia (EV: 16),14:42.2,Trump,Biden,2393732,2315308,78424,224495,4905,4807,"4,807",0.387143749,0.612856251,2510,2655,0.676882465,0.001387225,0.761233333,"{'DeKalb': 2717, 'Stephens': 2188}",4768051
Georgia (EV: 16),44:32.5,Trump,Biden,2391871,2312362,79509,229400,5924,5822,"5,822",0.171762281,0.828237719,2508,2655,0.675495241,-0.003805811,0.802966667,{'DeKalb': 5924},4763146
Georgia (EV: 16),36:47.7,Trump,Biden,2390871,2307540,83331,235324,811,801,801,0.65917603,0.34082397,2506,2655,0.679301052,0.001162597,0.810833333,{'Jeff Davis': 814},4757222
Georgia (EV: 16),33:35.0,Trump,Biden,2390343,2307267,83076,236135,80,77,77,0.506493506,0.493506494,2506,2655,0.678138454,6.25E-05,0.822366667,{'Lanier': 80},4756411
Georgia (EV: 16),28:48.6,Trump,Biden,2390304,2307229,83075,236215,291,291,291,0.453608247,0.546391753,2506,2655,0.67807598,0.000161302,0.8231,{'Taylor': 291},4756331
Georgia (EV: 16),13:03.5,Trump,Biden,2390172,2307070,83102,236506,499,495,495,0.616161616,0.383838384,2506,2655,0.677914678,0.000620276,0.8253,{'Wilkinson': 499},4756040
Georgia (EV: 16),40:57.3,Trump,Biden,2389867,2306880,82987,237005,4131,4056,"4,056",0.148915187,0.851084813,2506,2655,0.677294402,-0.002942961,0.831733333,"{'DeKalb': 4129, 'Emanuel': 2}",4755541
Georgia (EV: 16),57:21.5,Trump,Biden,2389263,2303428,85835,241136,2376,2325,"2,325",0.168602151,0.831397849,2504,2655,0.680237363,-0.001445622,0.821824841,{'DeKalb': 2376},4751410
Georgia (EV: 16),44:28.2,Trump,Biden,2388871,2301495,87376,243512,2438,2393,"2,393",0.449644797,0.550355203,2503,2655,0.681682985,0.001304798,0.820952829,{'Houston': 2438},4749034
Georgia (EV: 16),41:18.7,Trump,Biden,2387795,2300178,87617,245950,247,239,239,0.518828452,0.481171548,2503,2655,0.680378187,0.000199476,0.8489473,{'Bryan': 247},4746596
Georgia (EV: 16),16:47.7,Trump,Biden,2387671,2300063,87608,246197,19244,19061,"19,061",0.126750957,0.873249043,2503,2655,0.680178711,-0.014079801,0.852787,{'DeKalb': 19244},4746349
Georgia (EV: 16),37:07.2,Trump,Biden,2385255,2283418,101837,265441,3290,3259,"3,259",0.226449831,0.773550169,2493,2655,0.694258512,-0.000981257,0.750978857,"{'DeKalb': 2095, 'Houston': 1195}",4727105
Georgia (EV: 16),35:11.8,Trump,Biden,2384517,2280897,103620,268731,502,495,495,0.414141414,0.585858586,2493,2655,0.695239769,0.000204178,0.622377622,{'Bryan': 502},4723815
Georgia (EV: 16),15:56.6,Trump,Biden,2384312,2280607,103705,269233,78,77,77,0.142857143,0.857142857,2493,2655,0.695035591,-4.69E-05,0.857142857,{'Mitchell': 78},4723313
Georgia (EV: 16),28:22.1,Trump,Biden,2384301,2280541,103760,269311,0,0,0,0,0,2493,2655,0.695082511,-0.304917489,,{},4723235
Hawaii (EV: 4),51:08.7,Biden,Trump,366070,196800,169270,-23294,487,466,466,0.575107296,0.424892704,250,250,0,0,0.489093051,{'Honolulu': 487},574341
Hawaii (EV: 4),33:32.8,Biden,Trump,365802,196602,169200,-22807,21638,20759,"20,759",0.509465774,0.490534226,250,250,0,0,0.490534226,"{'Hawaii': 3284, 'Honolulu': 12469, 'Maui': 5885}",573854
Hawaii (EV: 4),28:22.1,Biden,Trump,355226,186419,168807,-1169,0,0,0,0,0,250,250,0,-1,,{},552216
Iowa (EV: 6),25:23.0,Trump,Biden,897149,758416,138733,67219,10,10,10,0.5,0.5,1604,1664,1.552084809,0.000156493,0.42032967,{'Page': 10},1687871
Iowa (EV: 6),59:44.2,Trump,Biden,897144,758411,138733,67229,169,340,340,0.411764706,0.588235294,1604,1664,1.551928316,0.0021839,0.419963201,{'Story': 169},1687861
Iowa (EV: 6),51:34.7,Trump,Biden,897004,758211,138793,67398,0,0,0,0,0,1604,1664,1.549744416,0,0.388767721,{},1687692
Iowa (EV: 6),59:03.5,Trump,Biden,897004,758211,138793,67398,-7,-7,Unknown,1.142857143,-0.142857143,1604,1664,1.549744416,-0.000177116,0.390804598,{},1687692
Iowa (EV: 6),44:44.4,Trump,Biden,897012,758210,138802,67391,5,5,5,0,1,1604,1664,1.549921532,4.01E-05,0.388767721,{'Jasper': 5},1687699
Iowa (EV: 6),23:42.3,Trump,Biden,897012,758205,138807,67396,0,0,0,0,0,1604,1664,1.549881458,0,0.387096774,{},1687694
Iowa (EV: 6),24:41.9,Trump,Biden,897012,758205,138807,67396,58,57,57,0.631578947,0.368421053,1602,1664,1.549881458,0.001016092,0.387096774,{'Woodbury': 58},1687694
Iowa (EV: 6),59:21.6,Trump,Biden,896976,758184,138792,67454,15,30,30,0.6,0.4,1602,1664,1.548865366,0.000278521,0.387697517,{'Grundy': 31},1687636
Iowa (EV: 6),53:23.1,Trump,Biden,896958,758172,138786,67469,18,17,17,0.705882353,0.294117647,1602,1664,1.548586845,0.000332551,0.387485649,{'Keokuk': 18},1687621
Iowa (EV: 6),44:40.7,Trump,Biden,896946,758167,138779,67487,37,37,37,0.189189189,0.810810811,1602,1664,1.548254294,0.000400761,0.388405797,{'Johnson': 37},1687603
Iowa (EV: 6),29:41.6,Trump,Biden,896939,758137,138802,67524,5,19,19,0.736842105,0.263157895,1602,1664,1.547853533,0.000145524,0.379146919,{'Monona': 19},1687566
Iowa (EV: 6),33:21.8,Trump,Biden,896925,758132,138793,67529,2,2,2,0.5,0.5,1602,1664,1.547708009,3.10E-05,0.380467346,{'Clayton': 2},1687561
Iowa (EV: 6),17:01.5,Trump,Biden,896924,758131,138793,67531,9,8,8,0.5,0.5,1602,1664,1.54767698,0.000139608,0.380323935,{'Tama': 9},1687559
Iowa (EV: 6),07:20.2,Trump,Biden,896920,758127,138793,67540,21,21,21,0.571428571,0.428571429,1602,1664,1.547537373,0.000348242,0.379746835,{'Crawford': 21},1687550
Iowa (EV: 6),37:47.7,Trump,Biden,896908,758118,138790,67561,3,3,3,0.666666667,0.333333333,1602,1664,1.547189131,5.40E-05,0.379120879,{'Calhoun': 3},1687529
Iowa (EV: 6),29:47.9,Trump,Biden,896906,758117,138789,67564,11,29,29,0.724137931,0.275862069,1602,1664,1.547135089,0.000268521,0.379204893,{'Madison': 29},1687526
Iowa (EV: 6),44:24.6,Trump,Biden,896885,758109,138776,67575,135,126,126,0.388888889,0.611111111,1602,1664,1.546866567,0.001876441,0.381070984,"{'Humboldt': 1, 'Polk': 134}",1687515
Iowa (EV: 6),29:05.4,Trump,Biden,896836,758032,138804,67710,331,370,370,0.827027027,0.172972973,1602,1664,1.544990127,0.006896619,0.361486486,{'Lucas': 331},1687380
Iowa (EV: 6),21:05.7,Trump,Biden,896530,757968,138562,68041,2,2,2,0.5,0.5,1602,1664,1.538093507,3.05E-05,0.424324324,{'Wright': 2},1687049
Iowa (EV: 6),09:44.6,Trump,Biden,896529,757967,138562,68043,44,213,213,0.492957746,0.507042254,1602,1664,1.538062994,0.000648369,0.424187726,{'Dallas': 219},1687047
Iowa (EV: 6),54:44.3,Trump,Biden,896424,757859,138565,68087,13,13,13,0.846153846,0.153846154,1602,1664,1.537414625,0.000265407,0.404469274,{'Sioux': 13},1687003
Iowa (EV: 6),13:34.0,Trump,Biden,896413,757857,138556,68100,6,5,5,0.8,0.2,1602,1664,1.537149219,0.000113825,0.408163265,{'Hancock': 6},1686990
Iowa (EV: 6),44:26.5,Trump,Biden,896409,757856,138553,68106,35,56,56,0.732142857,0.267857143,1602,1664,1.537035394,0.000727167,0.409350057,{'Mahaska': 59},1686984
Iowa (EV: 6),33:27.2,Trump,Biden,896368,757841,138527,68141,4,17,17,0.705882353,0.294117647,1602,1664,1.536308226,0.000113193,0.419001218,{'Poweshiek': 20},1686949
Iowa (EV: 6),57:59.6,Trump,Biden,896356,757836,138520,68145,3,3,3,1,0,1602,1664,1.536195033,6.81E-05,0.421641791,{'Audubon': 3},1686945
Iowa (EV: 6),35:19.5,Trump,Biden,896353,757836,138517,68148,21,21,21,0.619047619,0.380952381,1602,1664,1.536126978,0.000356576,0.423220974,"{'Appanoose': 6, 'Sac': 15}",1686942
Iowa (EV: 6),10:41.3,Trump,Biden,896340,757828,138512,68169,29,29,29,0.655172414,0.344827586,1602,1664,1.535770401,0.000507715,0.424358974,{'Boone': 29},1686921
