state,timestamp,leading_candidate_name,trailing_candidate_name,leading_candidate_votes,trailing_candidate_votes,vote_differential,votes_remaining,new_votes,new_votes_relevant,new_votes_formatted,leading_candidate_partition,trailing_candidate_partition,precincts_reporting,precincts_total,hurdle,hurdle_change,hurdle_mov_avg,counties_partition,total_votes_count
California (EV: 55),49:42.8,Biden,Trump,10341264,5417487,4923777,-283083,3690,3579,"3,579",0.594300084,0.405699916,19295,20498,0,0,0.403066667,{'Imperial': 3690},16096420
California (EV: 55),40:04.7,Biden,Trump,10339137,5416035,4923102,-279393,115573,112238,"112,238",0.597302161,0.402697839,19295,20498,0,0,0.402697839,"{'Marin': 15936, 'Orange': 6434, 'Riverside': 59746, 'San Diego': 8038, 'San Joaquin': 5622, 'San Mateo': 19797}",16092730
California (EV: 55),38:14.3,Biden,Trump,10272097,5370837,4901260,-163820,1928,1875,"1,875",0.650666667,0.349333333,19199,20498,0,0,0.502366667,{'Monterey': 1928},15977157
California (EV: 55),51:34.7,Biden,Trump,10270877,5370182,4900695,-161892,0,0,0,0,0,19199,20498,0,0,0.512566667,{},15975229
California (EV: 55),36:22.9,Biden,Trump,10270877,5370182,4900695,-161892,37513,36371,"36,371",0.487421297,0.512578703,19199,20498,0,0,0.512578703,"{'San Joaquin': 9305, 'Stanislaus': 28208}",15975229
California (EV: 55),23:42.3,Biden,Trump,10253149,5351539,4901610,-124379,0,0,0,0,0,19165,20498,0,0,0.408533333,{},15937716
California (EV: 55),15:21.0,Biden,Trump,10253149,5351539,4901610,-124379,964072,935719,"935,719",0.591455341,0.408544659,19152,20498,0,-3.377464206,0.408544659,{},15937716
California (EV: 55),35:21.0,Biden,Trump,9699713,4969256,4730457,839693,0,0,0,0,0,18153,20498,3.377464206,0,0.2584,{},14973644
California (EV: 55),36:01.0,Biden,Trump,9699713,4969256,4730457,839693,0,0,0,0,0,18153,20498,3.377464206,0,0.2584,{},14973644
California (EV: 55),16:21.9,Biden,Trump,9699713,4969256,4730457,839693,0,0,0,0,0,18153,20498,3.377464206,0,0.2584,{},14973644
California (EV: 55),49:41.3,Biden,Trump,9699713,4969256,4730457,839693,0,0,0,0,0,18153,20498,3.377464206,0,0.2584,{},14973644
California (EV: 55),24:41.9,Biden,Trump,9699713,4969256,4730457,839693,0,0,0,0,0,18153,20498,3.377464206,0,0.2584,{},14973644
California (EV: 55),38:41.4,Biden,Trump,9699713,4969256,4730457,839693,0,0,0,0,0,18153,20498,3.377464206,0,0.2584,{},14973644
California (EV: 55),19:21.9,Biden,Trump,9699713,4969256,4730457,839693,0,0,0,0,0,18153,20498,3.377464206,0,0.2584,{},14973644
California (EV: 55),41:20.6,Biden,Trump,9699713,4969256,4730457,839693,0,0,0,0,0,18153,20498,3.377464206,0,0.2584,{},14973644
California (EV: 55),37:57.2,Biden,Trump,9699713,4969256,4730457,839693,0,0,0,0,0,18153,20498,3.377464206,0,0.2584,{},14973644
California (EV: 55),37:40.1,Biden,Trump,9699713,4969256,4730457,839693,0,0,0,0,0,18153,20498,3.377464206,0,0.2584,{},14973644
California (EV: 55),18:36.3,Biden,Trump,9699713,4969256,4730457,839693,0,0,0,0,0,18153,20498,3.377464206,0,0.2584,{},14973644
California (EV: 55),01:00.3,Biden,Trump,9699713,4969256,4730457,839693,419671,405832,"405,832",0.741602436,0.258397564,18152,20498,3.377464206,1.038421564,0.258397564,{'Los Angeles': 419671},14973644
California (EV: 55),56:52.6,Biden,Trump,9398747,4864390,4534357,1259364,57644,55769,"55,769",0.771988022,0.228011978,17934,20498,2.339042642,0.092258418,0.228011978,"{'Alameda': 51043, 'Orange': 5248}",14553973
California (EV: 55),48:42.1,Biden,Trump,9355694,4851674,4504020,1317008,18405,17523,"17,523",0.581064886,0.418935114,17934,20498,2.246784224,0.025161256,0.4907,{'San Diego': 18292},14496329
California (EV: 55),51:18.1,Biden,Trump,9345512,4844333,4501179,1335413,46361,45288,"45,288",0.408496732,0.591503268,17934,20498,2.221622968,0.054699887,0.591503268,{'San Bernardino': 46361},14477924
California (EV: 55),36:23.2,Biden,Trump,9327012,4817545,4509467,1381774,4482,4311,"4,311",0.270934818,0.729065182,17789,20498,2.166923081,0.004661746,0.268733333,"{'Amador': 116, 'Calaveras': 4211, 'Siskiyou': 155}",14431563
California (EV: 55),43:52.9,Biden,Trump,9325844,4814402,4511442,1386256,23774,23020,"23,020",0.823718506,0.176281494,17785,20498,2.162261335,0.033425638,0.210333333,{'San Francisco': 23774},14427081
California (EV: 55),17:21.1,Biden,Trump,9306882,4810344,4496538,1410030,-10989,-10768,Unknown,0.777953195,0.222046805,17754,20498,2.128835697,-0.014979374,0.3587,{},14403307
California (EV: 55),38:03.7,Biden,Trump,9315259,4812735,4502524,1399041,215601,208404,"208,404",0.677386231,0.322613769,17679,20498,2.143815072,0.242885195,0.322613769,"{'Alameda': 63826, 'Lassen': 1295, 'San Diego': 68828, 'Santa Clara': 81652}",14414296
California (EV: 55),24:38.6,Biden,Trump,9174089,4745501,4428588,1614642,1627768,1587147,"1,587,147",0.626325728,0.373674272,17555,20498,1.900929877,0.766468761,0.373674272,{},14198695
California (EV: 55),41:32.5,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),37:03.9,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),38:51.6,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),42:06.5,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),41:05.1,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),38:15.4,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),56:26.3,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),47:07.7,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),40:56.2,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),28:19.2,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),43:16.4,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),43:16.5,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),37:14.7,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),41:02.8,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),37:26.7,Biden,Trump,8180018,4152425,4027593,3242410,0,0,0,0,0,15794,20498,1.134461116,0,0.450633333,{},12570927
California (EV: 55),57:28.8,Biden,Trump,8180018,4152425,4027593,3242410,71366,69473,"69,473",0.549378895,0.450621105,15794,20498,1.134461116,0.014721382,0.450621105,{},12570927
California (EV: 55),55:21.8,Biden,Trump,8141851,4121119,4020732,3313776,0,0,0,0,0,15726,20498,1.119739734,0,0.273166667,{},12499561
California (EV: 55),27:54.6,Biden,Trump,8141851,4121119,4020732,3313776,181955,177533,"177,533",0.726828252,0.273171748,15726,20498,1.119739734,0.044025652,0.273171748,"{'Los Angeles': 152951, 'San Francisco': 29004}",12499561
California (EV: 55),26:00.0,Biden,Trump,8012815,4072622,3940193,3495731,239838,233913,"233,913",0.558699174,0.441300826,15555,20498,1.075714083,0.040717875,0.441300826,{'Orange': 60862},12317606
California (EV: 55),35:53.7,Biden,Trump,7882128,3969396,3912732,3735569,0,0,0,0,0,15125,20498,1.034996207,0,0.399166667,{},12077768
California (EV: 55),34:06.4,Biden,Trump,7882128,3969396,3912732,3735569,0,0,0,0,0,15125,20498,1.034996207,0,0.399166667,{},12077768
California (EV: 55),40:29.0,Biden,Trump,7882128,3969396,3912732,3735569,0,0,0,0,0,15125,20498,1.034996207,0,0.399166667,{},12077768
California (EV: 55),41:08.6,Biden,Trump,7882128,3969396,3912732,3735569,0,0,0,0,0,15125,20498,1.034996207,0,0.399166667,{},12077768
California (EV: 55),43:35.1,Biden,Trump,7882128,3969396,3912732,3735569,0,0,0,0,0,15125,20498,1.034996207,0,0.399166667,{},12077768
California (EV: 55),02:56.3,Biden,Trump,7882128,3969396,3912732,3735569,13409,13116,"13,116",0.466148216,0.533851784,15125,20498,1.034996207,0.001792541,0.399166667,{'Orange': 13409},12077768
California (EV: 55),55:33.0,Biden,Trump,7876014,3962394,3913620,3748978,203298,199166,"199,166",0.705461776,0.294538224,15108,20498,1.033203666,0.038003891,0.294538224,"{'Los Angeles': 192078, 'San Bernardino': 11220}",12064359
California (EV: 55),16:49.3,Biden,Trump,7735510,3903732,3831778,3952276,1015,990,990,0.846464646,0.153535354,14908,20498,0.995199774,0.000215774,0.412837285,{'San Francisco': 1015},11861061
California (EV: 55),41:34.1,Biden,Trump,7734672,3903580,3831092,3953291,33,30,30,0.5,0.5,14908,20498,0.994984,4.13E-06,0.435676157,{'Sierra': 33},11860046
California (EV: 55),13:03.5,Biden,Trump,7734657,3903565,3831092,3953324,1226,1197,"1,197",0.444444444,0.555555556,14908,20498,0.994979868,0.000136277,0.435504014,{'San Joaquin': 1226},11860013
California (EV: 55),48:31.1,Biden,Trump,7734125,3902900,3831225,3954550,1437,1394,"1,394",0.530129125,0.469870875,14907,20498,0.994843592,0.000190596,0.421152502,{'San Joaquin': 1437},11858787
California (EV: 55),40:57.3,Biden,Trump,7733386,3902245,3831141,3955987,345,337,337,0.480712166,0.519287834,14906,20498,0.994652996,4.15E-05,0.413273002,{'Mono': 345},11857350
California (EV: 55),41:18.7,Biden,Trump,7733224,3902070,3831154,3956332,731,709,709,0.54583921,0.45416079,14906,20498,0.994611539,9.98E-05,0.408959189,{'San Joaquin': 731},11857005
California (EV: 55),33:32.8,Biden,Trump,7732837,3901748,3831089,3957063,4001,3914,"3,914",0.760091978,0.239908022,14905,20498,0.994511778,0.000762036,0.404727321,{'Santa Clara': 4001},11856274
California (EV: 55),25:02.0,Biden,Trump,7729862,3900809,3829053,3961064,1399,1364,"1,364",0.389296188,0.610703812,14902,20498,0.993749742,0.000135396,0.581033069,{'San Joaquin': 1399},11852273
California (EV: 55),17:08.8,Biden,Trump,7729331,3899976,3829355,3962463,527,512,512,0.427734375,0.572265625,14901,20498,0.993614346,5.61E-05,0.563398693,{'San Joaquin': 527},11850874
California (EV: 55),23:44.0,Biden,Trump,7729112,3899683,3829429,3962990,1831,1783,"1,783",0.439147504,0.560852496,14900,20498,0.993558242,0.000199976,0.560852496,{'San Joaquin': 1831},11850347
California (EV: 55),28:22.1,Biden,Trump,7728329,3898683,3829646,3964821,0,0,0,0,0,14899,20498,0.993358267,-0.006641733,,{},11848516
Colorado (EV: 9),13:58.2,Biden,Trump,1783651,1348172,435479,4504,514,493,493,0.411764706,0.588235294,3175,3276,50.17531455,5.079396846,0.300333333,"{'Archuleta': 114, 'Kit Carson': 78, 'La Plata': 143, 'Lincoln': 21, 'Montrose': 158}",3218096
Colorado (EV: 9),16:31.6,Biden,Trump,1783448,1347882,435566,5018,154,144,144,0.583333333,0.416666667,3175,3276,45.0959177,1.330259453,0.295433333,"{'Conejos': 42, 'Jackson': 3, 'Routt': 109}",3217582
Colorado (EV: 9),53:30.9,Biden,Trump,1783364,1347822,435542,5172,20,19,19,0.526315789,0.473684211,3175,3276,43.76565825,0.166761737,0.294833333,{'Crowley': 20},3217428
Colorado (EV: 9),39:12.4,Biden,Trump,1783354,1347813,435541,5192,52,51,51,0.529411765,0.470588235,3175,3276,43.59889651,0.427666655,0.2947,{'Saguache': 52},3217408
Colorado (EV: 9),32:32.8,Biden,Trump,1783327,1347789,435538,5244,98,93,93,0.268817204,0.731182796,3175,3276,43.17122985,0.7786762,0.2944,{'Delta': 98},3217356
Colorado (EV: 9),24:32.4,Biden,Trump,1783302,1347721,435581,5342,5,5,5,0.8,0.2,3175,3276,42.39255365,0.039462145,0.293033333,{'Sedgwick': 5},3217258
Colorado (EV: 9),15:33.6,Biden,Trump,1783298,1347720,435578,5347,25,22,22,0.318181818,0.681818182,3175,3276,42.35309151,0.19400914,0.293033333,{'Rio Grande': 25},3217253
Colorado (EV: 9),28:30.8,Biden,Trump,1783291,1347705,435586,5372,61,58,58,0.517241379,0.482758621,3175,3276,42.15908237,0.467924088,0.292766667,{'Costilla': 61},3217228
Colorado (EV: 9),47:45.0,Biden,Trump,1783261,1347677,435584,5433,255,243,243,0.444444444,0.555555556,3175,3276,41.69115828,1.84421123,0.292366667,{'Clear Creek': 255},3217167
Colorado (EV: 9),38:22.4,Biden,Trump,1783153,1347542,435611,5688,31,30,30,0.133333333,0.866666667,3175,3276,39.84694705,0.211304833,0.290233333,{'Baca': 31},3216912
Colorado (EV: 9),51:34.7,Biden,Trump,1783149,1347516,435633,5719,0,0,0,0,0,3175,3276,39.63564222,0,0.289633333,{},3216881
Colorado (EV: 9),52:35.1,Biden,Trump,1783149,1347516,435633,5719,4712,4528,"4,528",0.70914311,0.29085689,3175,3276,39.63564222,17.77204806,0.289633333,{'Denver': 4712},3216881
Colorado (EV: 9),23:42.3,Biden,Trump,1779938,1346199,433739,10431,0,0,0,0,0,3172,3276,21.86359416,0,0.289433333,{},3212169
Colorado (EV: 9),49:41.3,Biden,Trump,1779938,1346199,433739,10431,38212,36679,"36,679",0.710570081,0.289429919,3166,3276,21.86359416,16.94554038,0.289429919,{'Denver': 38212},3212169
Colorado (EV: 9),19:21.9,Biden,Trump,1753875,1335583,418292,48643,485,459,459,0.59912854,0.40087146,3131,3276,4.918053774,0.044567446,0.372833333,{'Jefferson': 485},3173957
Colorado (EV: 9),12:43.8,Biden,Trump,1753600,1335399,418201,49128,198,195,195,0.497435897,0.502564103,3130,3276,4.873486328,0.01754524,0.3757,{'Grand': 198},3173472
Colorado (EV: 9),43:31.6,Biden,Trump,1753503,1335301,418202,49326,147,135,135,0.644444444,0.355555556,3130,3276,4.855941088,0.013347897,0.376233333,{'La Plata': 147},3173274
Colorado (EV: 9),26:05.6,Biden,Trump,1753416,1335253,418163,49473,19277,18378,"18,378",0.749918381,0.250081619,3130,3276,4.842593191,1.286279175,0.3773,{'Denver': 19277},3173127
Colorado (EV: 9),13:45.5,Biden,Trump,1739634,1330657,408977,68750,1388,1317,"1,317",0.492786636,0.507213364,3113,3276,3.556314016,0.060343924,0.478466667,{'Douglas': 1388},3153850
Colorado (EV: 9),59:15.5,Biden,Trump,1738985,1329989,408996,70138,16610,15587,"15,587",0.412459101,0.587540899,3113,3276,3.495970091,0.557488069,0.473266667,{'El Paso': 16610},3152462
Colorado (EV: 9),11:34.8,Biden,Trump,1732556,1320831,411725,86748,14463,13911,"13,911",0.654230465,0.345769535,3101,3276,2.938482022,0.370240073,0.344,{'Boulder': 14463},3135852
Colorado (EV: 9),35:53.7,Biden,Trump,1723455,1316021,407434,101211,543,507,507,0.542406312,0.457593688,3085,3276,2.568241949,0.01125408,0.3466,{'Jefferson': 543},3121389
Colorado (EV: 9),11:13.1,Biden,Trump,1723180,1315789,407391,101754,27969,26905,"26,905",0.661289723,0.338710277,3085,3276,2.556987869,0.477871579,0.3467,"{'Denver': 22546, 'Douglas': 5423}",3120846
Colorado (EV: 9),25:57.7,Biden,Trump,1705388,1306676,398712,129723,3034,2890,"2,890",0.593079585,0.406920415,3064,3276,2.07911629,0.038170861,0.6182,{'Arapahoe': 3034},3092877
Colorado (EV: 9),55:45.8,Biden,Trump,1703674,1305500,398174,132757,97,93,93,0.569892473,0.430107527,3060,3276,2.040945429,0.001175356,0.6408,{'La Plata': 97},3089843
Colorado (EV: 9),37:48.0,Biden,Trump,1703621,1305460,398161,132854,34139,31768,"31,768",0.358536892,0.641463108,3060,3276,2.039770073,0.287128283,0.641463108,{'El Paso': 34139},3089746
Colorado (EV: 9),55:36.6,Biden,Trump,1692231,1285082,407149,166993,4958,4787,"4,787",0.316691038,0.683308962,3033,3276,1.75264179,0.030874641,0.522233333,{'Pueblo': 4958},3055607
Colorado (EV: 9),37:52.4,Biden,Trump,1690715,1281811,408904,171951,10167,9640,"9,640",0.538900415,0.461099585,3026,3276,1.721767149,0.07032274,0.4916,{'Arapahoe': 10167},3050649
Colorado (EV: 9),26:44.7,Biden,Trump,1685520,1277366,408154,182118,19226,18443,"18,443",0.489453993,0.510546007,3015,3276,1.651444409,0.108956871,0.4921,"{'Adams': 14583, 'Grand': 2014, 'Jefferson': 2629}",3040482
Colorado (EV: 9),24:21.8,Biden,Trump,1676493,1267950,408543,201344,15596,14476,"14,476",0.537372202,0.462627798,3001,3276,1.542487538,0.077507784,0.400366667,"{'Boulder': 6693, 'Larimer': 8903}",3021256
Colorado (EV: 9),16:26.7,Biden,Trump,1668714,1261253,407461,216940,4171,3909,"3,909",0.512151445,0.487848555,2984,3276,1.464979754,0.018423955,0.3854,{},3005660
Colorado (EV: 9),07:02.3,Biden,Trump,1666712,1259346,407366,221111,0,0,0,0,0,2982,3276,1.446555799,0,0.410166667,{},3001489
Colorado (EV: 9),44:49.8,Biden,Trump,1666712,1259346,407366,221111,22186,21398,"21,398",0.706701561,0.293298439,2982,3276,1.446555799,0.104995657,0.410166667,"{'Arapahoe': 4385, 'Denver': 17801}",3001489
Colorado (EV: 9),57:33.6,Biden,Trump,1651590,1253070,398520,243297,1094,1022,"1,022",0.413894325,0.586105675,2962,3276,1.341560142,0.00339719,0.630766667,{'Garfield': 1094},2979303
Colorado (EV: 9),41:34.1,Biden,Trump,1651167,1252471,398696,244391,1322,1283,"1,283",0.173031956,0.826968044,2961,3276,1.338162952,0.002755228,0.632,"{'Elbert': 948, 'Otero': 374}",2978209
Colorado (EV: 9),14:43.5,Biden,Trump,1650945,1251410,399535,245713,191,186,186,0.123655914,0.876344086,2960,3276,1.335407724,0.000356377,0.623266667,{'Rio Blanco': 191},2976887
Colorado (EV: 9),07:35.0,Biden,Trump,1650922,1251247,399675,245904,1603,1561,"1,561",0.281229981,0.718770019,2960,3276,1.335051347,0.003990513,0.6217,{'Douglas': 1603},2976696
Colorado (EV: 9),51:22.5,Biden,Trump,1650483,1250125,400358,247507,17115,16269,"16,269",0.322269347,0.677730653,2960,3276,1.331060834,0.042522743,0.6167,{'Weld': 17115},2975093
Colorado (EV: 9),12:19.9,Biden,Trump,1645240,1239099,406141,264622,6921,6521,"6,521",0.542094771,0.457905229,2948,3276,1.288538091,0.02113674,0.5662,{'Arapahoe': 6921},2957978
Colorado (EV: 9),23:38.1,Biden,Trump,1641705,1236113,405592,271543,20163,18968,"18,968",0.377425137,0.622574863,2941,3276,1.26740135,0.044853607,0.591147328,"{'Custer': 124, 'El Paso': 20040}",2951057
Colorado (EV: 9),13:03.5,Biden,Trump,1634546,1224304,410242,291706,3930,3735,"3,735",0.526907631,0.473092369,2926,3276,1.222547744,0.009954407,0.508018407,{'Arapahoe': 3930},2930894
Colorado (EV: 9),56:14.3,Biden,Trump,1632578,1222537,410041,295636,3649,3436,"3,436",0.454016298,0.545983702,2922,3276,1.212593337,0.008145749,0.545983702,{'Pueblo': 3650},2926964
Colorado (EV: 9),28:22.1,Biden,Trump,1631018,1220661,410357,299285,0,0,0,0,0,2918,3276,1.204447587,0.204447587,,{},2923315
Connecticut (EV: 7),13:58.2,Biden,Trump,1079174,714175,364999,28121,1,5,5,1.2,-0.2,738,753,7.09303883,0.000360882,0.3939,{'Hartford': 1},1821879
Connecticut (EV: 7),23:42.3,Biden,Trump,1079168,714176,364992,28122,0,0,0,0,0,738,753,7.092677948,0,0.394033333,{},1821878
Connecticut (EV: 7),53:23.1,Biden,Trump,1079168,714176,364992,28122,54,50,50,0.36,0.64,729,753,7.092677948,0.012382639,0.394033333,{'Middlesex': 54},1821878
Connecticut (EV: 7),09:44.6,Biden,Trump,1079150,714144,365006,28176,1,0,0,0,0,729,753,7.080295309,0.000233534,0.394033333,{'Hartford': 1},1821824
Connecticut (EV: 7),18:36.3,Biden,Trump,1079150,714144,365006,28177,28,28,28,1,0,729,753,7.080061774,0.007036499,0.394033333,{'Litchfield': 28},1821823
Connecticut (EV: 7),00:14.7,Biden,Trump,1079122,714144,364978,28205,173,170,170,0.870588235,0.129411765,729,753,7.073025275,0.042326296,0.394633333,{'Hartford': 173},1821795
Connecticut (EV: 7),35:01.6,Biden,Trump,1078974,714122,364852,28378,10403,10230,"10,230",0.784652981,0.215347019,729,753,7.030698979,1.828142334,0.397533333,"{'Fairfield': 10293, 'New London': 106, 'Tolland': 4}",1821622
Connecticut (EV: 7),41:59.8,Biden,Trump,1070947,711919,359028,38781,6196,6127,"6,127",0.768728578,0.231271422,725,753,5.202556645,0.68501089,0.449766667,{'Hartford': 6209},1811219
Connecticut (EV: 7),37:52.5,Biden,Trump,1066237,710502,355735,44977,415,411,411,0.781021898,0.218978102,722,753,4.517545756,0.039315715,0.419766667,{'Middlesex': 438},1805023
Connecticut (EV: 7),30:10.0,Biden,Trump,1065916,710412,355504,45392,-236,-234,Unknown,0.846153846,0.153846154,722,753,4.47823004,-0.022613848,0.417366667,{},1804608
Connecticut (EV: 7),14:19.9,Biden,Trump,1066114,710448,355666,45156,10982,10859,"10,859",0.383092366,0.616907634,722,753,4.500843888,0.759691677,0.4179,{'New Haven': 10982},1804844
Connecticut (EV: 7),48:38.0,Biden,Trump,1061954,703749,358205,56138,7135,7205,"7,205",0.360721721,0.639278279,716,753,3.741152211,0.349377405,0.339766667,"{'Hartford': 61, 'New Haven': 7069, 'New London': 5}",1793862
Connecticut (EV: 7),49:10.4,Biden,Trump,1059355,699143,360212,63273,2,2,2,0,1,707,753,3.391774805,7.53E-05,0.285033333,{'New Haven': 2},1786727
Connecticut (EV: 7),22:03.8,Biden,Trump,1059355,699141,360214,63275,157,154,154,0.655844156,0.344155844,707,753,3.391699457,0.007541598,0.285,{'Middlesex': 157},1786725
Connecticut (EV: 7),02:18.2,Biden,Trump,1059254,699088,360166,63432,11,11,11,0.181818182,0.818181818,707,753,3.38415786,0.000444021,0.2848,{'Litchfield': 11},1786568
Connecticut (EV: 7),44:06.9,Biden,Trump,1059252,699079,360173,63443,0,0,0,0,0,707,753,3.383713838,0,0.2846,{},1786557
Connecticut (EV: 7),37:04.6,Biden,Trump,1059252,699079,360173,63443,2,2,2,1,0,706,753,3.383713838,0.000106917,0.2846,{'Hartford': 2},1786557
